id,vertex,lat,lon,name,localityName,code,direction,description,locationType,locationSubType,wheelchairBoarding,routeIds,stopColorType,style,parentStationId,type
BKK_F01228,BKK:BKK_F01228,47.484992,19.092865,Golgota tér,1089,F01228,175,3747,0,,True,"['BKK_3230', 'BKK_3240']",BUS,{'colors': ['FFD800']},BKK_CSF01227,TRAM
BKK_F01251,BKK:BKK_F01251,47.499447,19.091311,Arena Mall bevásárlóközpont,1087,F01251,90,3793,0,,True,"['BKK_4800', 'BKK_9080', 'BKK_9081', 'BKK_9310', 'BKK_9311', 'BKK_9560', 'BKK_9900']",BUS,"{'colors': ['000000', 'E41F18']}",BKK_CSF01250,TROLLEYBUS
BKK_F01250,BKK:BKK_F01250,47.499708,19.089851,Arena Mall bevásárlóközpont,1087,F01250,-92,3791,0,,True,"['BKK_4800', 'BKK_9080', 'BKK_9310', 'BKK_9560', 'BKK_9900']",BUS,"{'colors': ['000000', 'E41F18']}",BKK_CSF01250,TROLLEYBUS
BKK_F01018,BKK:BKK_F01018,47.494594,19.060933,Astoria,1072,F01018,-107,3327,0,,False,['BKK_5200'],BUS,"{'colors': ['E41F18'], 'type': 'PRIORITY', 'image': 'stop-icon-M2'}",BKK_CSF01019,SUBWAY
BKK_F01017,BKK:BKK_F01017,47.494606,19.060718,Astoria M,1072,F01017,-109,3325,0,,True,"['BKK_0050', 'BKK_0070', 'BKK_0085', 'BKK_1070', 'BKK_1085', 'BKK_1100', 'BKK_1120', 'BKK_1335', 'BKK_9070', 'BKK_9080', 'BKK_9160', 'BKK_9310', 'BKK_9560', 'BKK_9730', 'BKK_9731', 'BKK_9900']",BUS,"{'colors': ['000000', '009EE3']}",BKK_CSF01019,BUS
BKK_F01016,BKK:BKK_F01016,47.494478,19.061168,Astoria M,1088,F01016,78,3323,0,,True,"['BKK_0050', 'BKK_0070', 'BKK_0085', 'BKK_1070', 'BKK_1085', 'BKK_1100', 'BKK_1120', 'BKK_1335', 'BKK_9070', 'BKK_9071', 'BKK_9080', 'BKK_9081', 'BKK_9160', 'BKK_9310', 'BKK_9311', 'BKK_9560', 'BKK_9730', 'BKK_9731', 'BKK_9900']",BUS,"{'colors': ['000000', '009EE3']}",BKK_CSF01019,BUS
BKK_F01015,BKK:BKK_F01015,47.493932,19.060399,Astoria M,1088,F01015,-15,3321,0,,True,"['BKK_9090', 'BKK_9140', 'BKK_9141', 'BKK_9340', 'BKK_9500', 'BKK_9501', 'BKK_9790', 'BKK_9791']",BUS,{'colors': ['000000']},BKK_CSF01019,BUS
BKK_F01014,BKK:BKK_F01014,47.493635,19.060134,Astoria M,1053,F01014,151,3319,0,,True,"['BKK_9090', 'BKK_9091', 'BKK_9140', 'BKK_9141', 'BKK_9340', 'BKK_9500', 'BKK_9501', 'BKK_9790', 'BKK_9791']",BUS,{'colors': ['000000']},BKK_CSF01019,BUS
BKK_F01012,BKK:BKK_F01012,47.494561,19.059696,Astoria M,1052,F01012,152,3315,0,,True,"['BKK_3470', 'BKK_3480', 'BKK_3490', 'BKK_4720', 'BKK_0090', 'BKK_1005', 'BKK_9160', 'BKK_9310', 'BKK_9311', 'BKK_9900']",BUS,"{'colors': ['FFD800', '000000', '009EE3', 'E41F18']}",BKK_CSF01019,TROLLEYBUS
BKK_F01011,BKK:BKK_F01011,47.490109,19.060783,Kálvin tér M,1053,F01011,-58,3313,0,,True,['BKK_0150'],BUS,{'colors': ['009EE3']},BKK_CS089515,BUS
BKK_F01010,BKK:BKK_F01010,47.49001,19.061978,Kálvin tér M,1088,F01010,-3,3311,0,,True,"['BKK_4720', 'BKK_0090', 'BKK_9090', 'BKK_9140', 'BKK_9141', 'BKK_9340', 'BKK_9500', 'BKK_9501', 'BKK_9790', 'BKK_9791']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CS089515,TROLLEYBUS
BKK_F01019,BKK:BKK_F01019,47.494825,19.062457,Astoria,1088,F01019,69,3329,0,,False,['BKK_5200'],BUS,"{'colors': ['E41F18'], 'type': 'PRIORITY', 'image': 'stop-icon-M2'}",BKK_CSF01019,SUBWAY
BKK_F01007,BKK:BKK_F01007,47.489083,19.062694,Kálvin tér M,1092,F01007,133,3305,0,,True,"['BKK_4720', 'BKK_4830', 'BKK_0090', 'BKK_0150', 'BKK_1005', 'BKK_9090', 'BKK_9091', 'BKK_9140', 'BKK_9141', 'BKK_9340', 'BKK_9500', 'BKK_9501', 'BKK_9790', 'BKK_9791']",BUS,"{'colors': ['000000', '009EE3', 'E41F18']}",BKK_CS089515,TROLLEYBUS
BKK_F01006,BKK:BKK_F01006,47.489461,19.061486,Kálvin tér M,1092,F01006,29,3303,0,,True,"['BKK_3470', 'BKK_3480', 'BKK_3490']",BUS,{'colors': ['FFD800']},BKK_CS089515,TRAM
